ID,Original,Firma,Zusatz,Straße,PLZ,Stadt,Land
18472,"svt Holding GmbH
Glüsinger Straße 86
21217 Seevetal",svt Holding GmbH,,Glüsinger Straße 86,21217,Seevetal,DE
17936,"BEP EUROPE GMBH
Magdeburger Straße 9A
30880 Laatzen",BEP EUROPE GMBH,,Magdeburger Straße 9A,30880,Laatzen,DE
16856,"Maritim Hotelgesellschaft mbH
Abteilung Telekommunikation
Herforder Straße 2
32105 Bad Salzuflen",Maritim Hotelgesellschaft mbH,Abteilung Telekommunikation,Herforder Straße 2,32105,Bad Salzuflen,DE
17360,"WAGO Kontakttechnik GmbH & Co. KG
Hansastr. 27
32423 Minden",WAGO Kontakttechnik GmbH & Co. KG,,Hansastr. 27,32423,Minden,DE
18314,"ERIKS Deutschland GmbH
Kreisheide 7
33790 Halle (Westf.)",ERIKS Deutschland GmbH,,Kreisheide 7,33790,Halle (Westf.),DE
17244,"RSE Planungsgesellschaft mbH
Heinrich-Hertz-Straße 1
34123 Kassel",RSE Planungsgesellschaft mbH,,Heinrich-Hertz-Straße 1,34123,Kassel,DE
18576,"Riedel Networks GmbH & Co. KG
Schlossstraße 10
35510 Butzbach",Riedel Networks GmbH & Co. KG,,Schlossstraße 10,35510,Butzbach,DE
17174,"TELCAT MULTICOM GmbH
Sudetenstraße 10
38239 Salzgitter
",TELCAT MULTICOM GmbH,,Sudetenstraße 10,38239,Salzgitter,DE
16732,"Smart Eyes International AB
c/o Kieffer, Stübben & Partner
Rather Str. 110A
40473 Düsseldorf",Smart Eyes International AB,"c/o Kieffer, Stübben & Partner",Rather Str. 110A,40473,Düsseldorf,DE
17128,"Vodafone GmbH
Abt. FOGI
Ferdinand-Braun-Platz 1
40549 Düsseldorf",Vodafone GmbH,Abt. FOGI,Ferdinand-Braun-Platz 1,40549,Düsseldorf,DE
17330,"ecotel communication ag
Prinzenallee 11
40549 Düsseldorf",ecotel communication ag,,Prinzenallee 11,40549,Düsseldorf,DE
17820,"MHP Hotel an der Alster GmbH
Le Meridien Hamburg
An der Alster 52; 20099 Hamburg 
c/o PROGROS-ID # 259294
42645 Solingen",MHP Hotel an der Alster GmbH,"Le Meridien Hamburg
An der Alster 52; 20099 Hamburg",c/o PROGROS-ID # 259294,42645,Solingen,DE
18236,"rrbone GmbH
Ruhralee 9
44139 Dortmund",rrbone GmbH,,Ruhralee 9,44139,Dortmund,DE
16911,"COMCAVE.COLLEGE GmbH
Technologiepark, Hauert 1
44227 Dortmund",COMCAVE.COLLEGE GmbH,,"Technologiepark, Hauert 1",44227,Dortmund,DE
17502,"Park Inn by Radisson Stuttgart GmbH
Am Silberpalais 1
47057 Duisburg",Park Inn by Radisson Stuttgart GmbH,,Am Silberpalais 1,47057,Duisburg,DE
18713,"GasLINE GmbH & Co. KG
Paesmühlenweg 10-12
47638 Straelen",GasLINE GmbH & Co. KG,,Paesmühlenweg 10-12,47638,Straelen,DE
17172,"Porr GmbH & Co. KGaA
Zentraler Rechnungseingang
Postfach 6369
48022 Münster",Porr GmbH & Co. KGaA,Zentraler Rechnungseingang,Postfach 6369,48022,Münster,DE
17298,"epcan GmbH
Stadtlohner Straße 6
48691 Vreden",epcan GmbH,,Stadtlohner Straße 6,48691,Vreden,DE
17319,"ZWP Ingenieur-AG
An der Münze 12-18
50668 Köln",ZWP Ingenieur-AG,,An der Münze 12-18,50668,Köln,DE
18573,"Plusnet Infrastruktur GmbH & Co.KG
Matthias-Brüggen-Straße 55
50829 Köln",Plusnet Infrastruktur GmbH & Co.KG,,Matthias-Brüggen-Straße 55,50829,Köln,DE
17418,"Anton Gerl GmbH
Industriestr. 131 a                                                          
50996 Köln",Anton Gerl GmbH,,Industriestr. 131 a                                                          ,50996,Köln,DE
16329,"BGS Beta-Gamma-Service GmbH & Co. KG
Fritz-Kotz-Str. 16
51674 Wiehl",BGS Beta-Gamma-Service GmbH & Co. KG,,Fritz-Kotz-Str. 16,51674,Wiehl,DE
107,"Bundesversicherungsamt
Referat 714 - IT-Beschaffung
Friedrich-Ebert-Allee 38
53113 Bonn
",Bundesversicherungsamt,Referat 714 - IT-Beschaffung,Friedrich-Ebert-Allee 38,53113,Bonn,DE
17515,"T-Systems Information Services GmbH, PG 9973
Pascalstr. 11, Berlin
c/o DTSE Procure to Pay
53838 Bonn",T-Systems Information Services GmbH,"PG 9973 Pascalstr. 11, Berlin",c/o DTSE Procure to Pay,53838,Bonn,DE
15991,"MVB GmbH
Braubachstraße 16
60311 Frankfurt am Main",MVB GmbH,,Braubachstraße 16,60311,Frankfurt am Main,DE
16628,"MVB GmbH
Braubachstraße 16
60311 Frankfurt am Main",MVB GmbH,,Braubachstraße 16,60311,Frankfurt am Main,DE
18325,"BearingPoint GmbH
Herrn Rainer Wagner
Speicherstasse 1
60327 Frankfurt
",BearingPoint GmbH,Herrn Rainer Wagner,Speicherstasse 1,60327,Frankfurt am Main,DE
16648,"INTERNET AG Global Network
Wiesenhüttenplatz 26
60329 Frankfurt am Main",INTERNET AG Global Network,,Wiesenhüttenplatz 26,60329,Frankfurt am Main,DE
18012,"Kassenärztliche Vereinigung Hessen
Europa-Allee 90
60486 Frankfurt",Kassenärztliche Vereinigung Hessen,,Europa-Allee 90,60486,Frankfurt am Main,DE
18273,"Kassenärztliche Vereinigung Hessen
Europa-Allee 90
60486 Frankfurt",Kassenärztliche Vereinigung Hessen,,Europa-Allee 90,60486,Frankfurt am Main,DE
18409,"Deutsche Familien Treuhand GmbH
Ferdinandstrasse 3
D-61348 Bad Homburg vor der Höhe",Deutsche Familien Treuhand GmbH,,Ferdinandstrasse 3,61348,Bad Homburg vor der Höhe,DE
16426,"Engineering System International GmbH
Siemensstrasse 12B
63263 Neu-Isenburg",Engineering System International GmbH,,Siemensstrasse 12B,63263,Neu-Isenburg,DE
16767,"ixes AG
Am Siebenstein 5
63303 Dreieich-Buchschlag",ixes AG,,Am Siebenstein 5,63303,Dreieich-Buchschlag,DE
17205,"Keen Point Europe GmbH
Mina-Rees-Str. 5a
64295 Darmstadt",Keen Point Europe GmbH,,Mina-Rees-Str. 5a,64295,Darmstadt,DE
18572,"VISTEC Internet Service GmbH
Hagenauer Straße 42
65203 Wiesbaden",VISTEC Internet Service GmbH,,Hagenauer Straße 42,65203,Wiesbaden,DE
17904,"German Edge Cloud GmbH & Co. KG
Düsseldorfer Straße 40a
65760 Eschborn",German Edge Cloud GmbH & Co. KG,,Düsseldorfer Straße 40a,65760,Eschborn,DE
16751,"Autohaus Oster GmbH & CO KG
An der Fohlenweide 17
67112 Mutterstadt",Autohaus Oster GmbH & CO KG,,An der Fohlenweide 17,67112,Mutterstadt,DE
17947,"STRABAG BRVZ GmbH & Co KG
RC-KST-DE-999-SCCO
Auftrag: IFORU DE / Rechnungen
69966 Mannheim
",STRABAG BRVZ GmbH & Co KG,RC-KST-DE-999-SCCO,Auftrag: IFORU DE / Rechnungen,69966,Mannheim,DE
16952,"Wesser GmbH
Königstraße 30
70173 Stuttgart",Wesser GmbH,,Königstraße 30,70173,Stuttgart,DE
17246,"BRP Renaud und Partner mbB Rechtsanwälte Patentanwälte Steuerberater
Königstraße 28
- Königsbau -
70173 Stuttgart",BRP Renaud und Partner mbB Rechtsanwälte Patentanwälte Steuerberater,,Königstraße 28,70173,Stuttgart,DE
17334,"avono AG
Breite Straße 2
70173 Stuttgart",avono AG,,Breite Straße 2,70173,Stuttgart,DE
17391,"Bündnis 90 / Die Grünen Baden-Württemberg Landesverband
Königstraße 78
70173 Stuttgart",Bündnis 90 / Die Grünen Baden-Württemberg Landesverband,,Königstraße 78,70173,Stuttgart,DE
17400,"Heilmann Software - Gesellschaft für Informationstechnologie mbH
Königstraße 31
70173 Stuttgart",Heilmann Software - Gesellschaft für Informationstechnologie mbH,,Königstraße 31,70173,Stuttgart,DE
17433,"KOEHLER GROUP Holding GmbH
Marktplatz 5
70173 Stuttgart
",KOEHLER GROUP Holding GmbH,,Marktplatz 5,70173,Stuttgart,DE
17512,"MHP Hotel an der Oper GmbH 
Le Meridien Stuttgart
Willy-Brandt-Strasse 30
70173 Stuttgart",MHP Hotel an der Oper GmbH ,Le Meridien Stuttgart,Willy-Brandt-Strasse 30,70173,Stuttgart,DE
17805,"Schlossgarten Hotelgesellschaft mbH
Schillerstraße 23
70173 Stuttgart
",Schlossgarten Hotelgesellschaft mbH,,Schillerstraße 23,70173,Stuttgart,DE
17806,"ARGE Ingenieurbau Wolframstraße
Athener Str. 15 / 1
70173 Stuttgart
",ARGE Ingenieurbau Wolframstraße,,Athener Str. 15 / 1,70173,Stuttgart,DE
17809,"Z.O.N. - Zentrum für Orthopädie und
Neurochirurgie Stuttgart GmbH
Kleiner Schloßplatz 13
70173 Stuttgart",Z.O.N. - Zentrum für Orthopädie und Neurochirurgie Stuttgart GmbH,,Kleiner Schloßplatz 13,70173,Stuttgart,DE
18020,"Piëch Holding GmbH
Königstraße 19A
70173 Stuttgart",Piëch Holding GmbH,,Königstraße 19A,70173,Stuttgart,DE
18034,"Argon GmbH
Königstraße 19A
70173 Stuttgart",Argon GmbH,,Königstraße 19A,70173,Stuttgart,DE
18052,"Radio L12 GmbH & Co KG
Königstraße 2
70173 Stuttgart",Radio L12 GmbH & Co KG,,Königstraße 2,70173,Stuttgart,DE
18231,"Globalways GmbH
Neue Brücke 8
70173 Stuttgart",Globalways GmbH,,Neue Brücke 8,70173,Stuttgart,DE
18427,"Prof. Dr. Thomas Lang & Dr. Stephanie Soergel
Bolzstraße 7
70173 Stuttgart",Prof. Dr. Thomas Lang & Dr. Stephanie Soergel,,Bolzstraße 7,70173,Stuttgart,DE
18504,"Haus der Geschichte Baden-Württemberg
Konrad-Adenauer-Straße 16
70173 Stuttgart",Haus der Geschichte Baden-Württemberg,,Konrad-Adenauer-Straße 16,70173,Stuttgart,DE
18521,"Städtetag Baden-Württemberg e.V.
Königstraße 2
70173 Stuttgart",Städtetag Baden-Württemberg e.V.,,Königstraße 2,70173,Stuttgart,DE
18582,"GRAF KANITZ, SCHÜPPEN & PARTNER Rechtsanwälte, Wirtschaftsprüfer und Steuerberater
Pariser Platz 7
70173 Stuttgart","GRAF KANITZ, SCHÜPPEN & PARTNER Rechtsanwälte, Wirtschaftsprüfer und Steuerberater",,Pariser Platz 7,70173,Stuttgart,DE
18702,"effisma.group GmbH & Co. KG
Forststraße 7
70173 Stuttgart",effisma.group GmbH & Co. KG,,Forststraße 7,70173,Stuttgart,DE
18708,"EmiLu Hotel GmbH
allinvos ID #268150
Nadlerstraße 4
70173 Stuttgart",EmiLu Hotel GmbH,allinvos ID #268150,Nadlerstraße 4,70173,Stuttgart,DE
16343,"yourdata GmbH
Büchsenstraße 28
70174 Stuttgart",yourdata GmbH,,Büchsenstraße 28,70174,Stuttgart,DE
16706,"wulf architekten gmbh
Breitscheidstraße 8
70174 Stuttgart",wulf architekten gmbh,,Breitscheidstraße 8,70174,Stuttgart,DE
17084,"LIGANOVA GMBH
/_Administration
Herdweg 59
70174 Stuttgart",LIGANOVA GMBH,/_Administration,Herdweg 59,70174,Stuttgart,DE
17114,"DGM Kommunikation GmbH
Forststr. 9
70174 Stuttgart",DGM Kommunikation GmbH,,Forststr. 9,70174,Stuttgart,DE
17145,"SBE GmbH
Theodor-Heuss-Str. 8
70174 Stuttgart",SBE GmbH,,Theodor-Heuss-Str. 8,70174,Stuttgart,DE
17496,"Motor Presse Stuttgart GmbH & Co. KG
Peter Unger
Leuschnerstraße  1
70174 Stuttgart",Motor Presse Stuttgart GmbH & Co. KG,Peter Unger,Leuschnerstraße  1,70174,Stuttgart,DE
18024,"port-neo Group GmbH
Relenbergstraße 80
70174 Stuttgart",port-neo Group GmbH,,Relenbergstraße 80,70174,Stuttgart,DE
18394,"Platingroup GmbH
Theodor-Heuss-Str. 8
70174 Stuttgart",Platingroup GmbH,,Theodor-Heuss-Str. 8,70174,Stuttgart,DE
18502,"netzwerk P GmbH
Forststraße 7
70174 Stuttgart",netzwerk P GmbH,,Forststraße 7,70174,Stuttgart,DE
18759,"Heine + Jud
Ing.-Büro f. Umweltakustik
Forststraße 9
70174 Stuttgart",Heine + Jud Ing.-Büro f. Umweltakustik,,Forststraße 9,70174,Stuttgart,DE
16998,"Ratbacher Management GmbH
z. Hd. Michael Krämer
Schloßstraße 70
70176 Stuttgart",Ratbacher Management GmbH,z. Hd. Michael Krämer,Schloßstraße 70,70176,Stuttgart,DE
17166,"amplify design GmbH
Schlossstrasse 70
70176 Stuttgart",amplify design GmbH,,Schlossstrasse 70,70176,Stuttgart,DE
17226,"Staatsanzeiger für Baden-Württemberg GmbH & Co. KG
Breitscheidstraße 69
70176 Stuttgart",Staatsanzeiger für Baden-Württemberg GmbH & Co. KG,,Breitscheidstraße 69,70176,Stuttgart,DE
18460,"RECARO Gaming GmbH & Co. KG
Schloßstraße 70
70176 Stuttgart",RECARO Gaming GmbH & Co. KG,,Schloßstraße 70,70176,Stuttgart,DE
16758,"Almato AG
Reinsburgstraße 27
70178 Stuttgart
",Almato AG,,Reinsburgstraße 27,70178,Stuttgart,DE
16791,"Dr. Josef Raabe Verlags-GmbH
Heike Dittrich
h.dittrich@raabe.de
Rotebühlstraße 77
70178 Stuttgart",Dr. Josef Raabe Verlags-GmbH,Heike Dittrich,Rotebühlstraße 77,70178,Stuttgart,DE
16862,"RegioHelden GmbH
Rotebühlstrasse 50
70178 Stuttgart",RegioHelden GmbH,,Rotebühlstrasse 50,70178,Stuttgart,DE
16960,"unexpected GmbH
Rotebühlstr. 87
70178 Stuttgart",unexpected GmbH,,Rotebühlstr. 87,70178,Stuttgart,DE
17103,"AX Semantics GmbH
Marienstr. 23
70178 Stuttgart",AX Semantics GmbH,,Marienstr. 23,70178,Stuttgart,DE
17361,"Notare Kuhn Jauch Göser
Buchhaltung
Tübinger Straße 26
70178 Stuttgart",Notare Kuhn Jauch Göser,Buchhaltung,Tübinger Straße 26,70178,Stuttgart,DE
17365,"Verdure Medienteam GmbH
Marienstraße 23
70178 Stuttgart",Verdure Medienteam GmbH,,Marienstraße 23,70178,Stuttgart,DE
17386,"Certeo Business Equipment GmbH
Buchhaltung 
Rotebühlstrasse 81
70178 Stuttgart",Certeo Business Equipment GmbH,Buchhaltung,Rotebühlstrasse 81,70178,Stuttgart,DE
17811,"SeibertLink Rechtsanwälte GbR
Rotebühlplatz 19
70178 Stuttgart",SeibertLink Rechtsanwälte GbR,,Rotebühlplatz 19,70178,Stuttgart,DE
18234,"tcworld GmbH
Rotebühlstraße 64
70178 Stuttgart",tcworld GmbH,,Rotebühlstraße 64,70178,Stuttgart,DE
18235,"DREI ARCHITEKTEN Konsek Streule Vogel Partnerschaft mbB
Rotebühlstrasse 87
70178 Stuttgart",DREI ARCHITEKTEN Konsek Streule Vogel Partnerschaft mbB,,Rotebühlstrasse 87,70178,Stuttgart,DE
18349,"drtv.agency GmbH
Marienstraße 23
70178 Stuttgart",drtv.agency GmbH,,Marienstraße 23,70178,Stuttgart,DE
18569,"Gemeinschaftspraxis für Frauenheilkunde
Rotebühlplatz 19
70178 Stuttgart",Gemeinschaftspraxis für Frauenheilkunde,,Rotebühlplatz 19,70178,Stuttgart,DE
18626,"Da Vinci Engineering GmbH
Hauptstätter Straße 149
70178 Stuttgart",Da Vinci Engineering GmbH,,Hauptstätter Straße 149,70178,Stuttgart,DE
18634,"Elo Digital Office GmbH
Tübinger Str. 43
70178 Stuttgart",Elo Digital Office GmbH,,Tübinger Str. 43,70178,Stuttgart,DE
18348,"ASH GmbH
Altenbergstraße 71 C
70180 Stuttgart",ASH GmbH,,Altenbergstraße 71 C,70180,Stuttgart,DE
16942,"JO CARLE ARCHITEKTEN PartGmbB
Heusteigstr. 15
70182 Stuttgart",JO CARLE ARCHITEKTEN PartGmbB,,Heusteigstr. 15,70182,Stuttgart,DE
17089,"Amedick & Sommer GmbH
Charlottenstr. 29/31
70182 Stuttgart",Amedick & Sommer GmbH,,Charlottenstr. 29/31,70182,Stuttgart,DE
17175,"LDE BELZNER HOLMES GbR.
Charlottenstraße 29-31
70182 Stuttgart",LDE BELZNER HOLMES GbR.,,Charlottenstraße 29-31,70182,Stuttgart,DE
16879,"KLEINER Rechtsanwälte Partnerschaftsgesellschaft
Alexanderstraße 3
70184 Stuttgart",KLEINER Rechtsanwälte Partnerschaftsgesellschaft,,Alexanderstraße 3,70184,Stuttgart,DE
17036,"BIOPRO Baden-Württemberg GmbH
Alexanderstraße 5 
70184 Stuttgart",BIOPRO Baden-Württemberg GmbH,,Alexanderstraße 5 ,70184,Stuttgart,DE
17236,"Panama Werbeagentur GmbH
Eugensplatz 1
70184 Stuttgart",Panama Werbeagentur GmbH,,Eugensplatz 1,70184,Stuttgart,DE
17786,"Merz Schule Merz Internat gemeinnützige GmbH
Albrecht-Leo-Merz-Weg 2
70184 Stuttgart",Merz Schule Merz Internat gemeinnützige GmbH,,Albrecht-Leo-Merz-Weg 2,70184,Stuttgart,DE
17964,"Internationale Bauausstellung 2027 StadtRegion Stuttgart GmbH
Alexanderstraße 27
70184 Stuttgart",Internationale Bauausstellung 2027 StadtRegion Stuttgart GmbH,,Alexanderstraße 27,70184,Stuttgart,DE
18568,"Prof. Dr. Hans Joachim Herschlein
Am Bopserweg 24
70184 Stuttgart",Prof. Dr. Hans Joachim Herschlein,,Am Bopserweg 24,70184,Stuttgart,DE
17221,"Kran + Lift GmbH
Franz-Wachter-Str. 18
70188 Stuttgart",Kran + Lift GmbH,,Franz-Wachter-Str. 18,70188,Stuttgart,DE
17442,"Oelheld GmbH
Ulmer Straße 135-139
70188 Stuttgart",Oelheld GmbH,,Ulmer Straße 135-139,70188,Stuttgart,DE
17440,"Landesverband Baden-Württemberg für Leistungs- 
und Qualitätsprüfungen in der Tierzucht e.V.
Heinrich-Baumann Str. 1-3
70190 Stuttgart",Landesverband Baden-Württemberg für Leistungs- und Qualitätsprüfungen in der Tierzucht e.V.,,Heinrich-Baumann Str. 1-3,70190,Stuttgart,DE
18552,"Gemmacon GmbH
Stöckachstraße 11A
70190 Stuttgart",Gemmacon GmbH,,Stöckachstraße 11A,70190,Stuttgart,DE
16905,"Menold Bezler Rechtsanwälte Partnerschaft mbB
Stresemannstraße 79
70191 Stuttgart ",Menold Bezler Rechtsanwälte Partnerschaft mbB,,Stresemannstraße 79,70191,Stuttgart ,DE
16909,"P3 Automotive GmbH
Heilbronner Straße 86
70191 Stuttgart",P3 Automotive GmbH,,Heilbronner Straße 86,70191,Stuttgart,DE
17317,"Gowling WLG (UK) LLP
Heilbronner Straße 190
70191 Stuttgart",Gowling WLG (UK) LLP,,Heilbronner Straße 190,70191,Stuttgart,DE
17423,"AKAD Bildungsgesellschaft mbH
Heilbronner Str. 86
70191 Stuttgart",AKAD Bildungsgesellschaft mbH,,Heilbronner Str. 86,70191,Stuttgart,DE
17434,"Schulstiftung der Evang. Landeskirche in Württemberg
Heilbronner Str. 180
Weckherlin-Haus
70191 Stuttgart",Schulstiftung der Evang. Landeskirche in Württemberg,,Heilbronner Str. 180,70191,Stuttgart,DE
18306,"Landes-Bau-Genossenschaft Württemberg eG
Mönchstraße 32
70191 Stuttgart",Landes-Bau-Genossenschaft Württemberg eG,,Mönchstraße 32,70191,Stuttgart,DE
17350,"e|motion sports GmbH Germany
Parlerstraße 102
70192 Stuttgart",e|motion sports GmbH Germany,,Parlerstraße 102,70192,Stuttgart,DE
17190,"Baden-Württemberg: Connected e.V.
Seyfferstr. 34
70197 Stuttgart",Baden-Württemberg: Connected e.V.,,Seyfferstr. 34,70197,Stuttgart,DE
18387,"Stuttgarter Versicherung Holding AG
Rotebühlstraße 120
70197 Stuttgart",Stuttgarter Versicherung Holding AG,,Rotebühlstraße 120,70197,Stuttgart,DE
16704,"visual4 GmbH
Schreiberstraße 27
70199 Stuttgart",visual4 GmbH,,Schreiberstraße 27,70199,Stuttgart,DE
16757,"Europe 2000 Fitnesscenter GmbH
Heiligenwiesen 6
70327 Stuttgart",Europe 2000 Fitnesscenter GmbH,,Heiligenwiesen 6,70327,Stuttgart,DE
17401,"Hafen Stuttgart GmbH
Am Westkai 9A
70327 Stuttgart",Hafen Stuttgart GmbH,,Am Westkai 9A,70327,Stuttgart,DE
17415,"ARCHITEKTEN BDA: FUCHS, WACKER.
Am Westkai 9A
70327 Stuttgart","ARCHITEKTEN BDA: FUCHS, WACKER.",,Am Westkai 9A,70327,Stuttgart,DE
17015,"ERNST² ARCHITEKTEN AG
Martin-Luther-Straße 40
70372 Stuttgart",ERNST² ARCHITEKTEN AG,,Martin-Luther-Straße 40,70372,Stuttgart,DE
17256,"Geschäftsstelle Diakoniestation Stuttgart
Deckerstraße 27
70372 Stuttgart",Geschäftsstelle Diakoniestation Stuttgart,,Deckerstraße 27,70372,Stuttgart,DE
18679,"Commerce Connector GmbH
Deckerstraße 41
70372 Stuttgart",Commerce Connector GmbH,,Deckerstraße 41,70372,Stuttgart,DE
17390,"MORCHER GmbH
Kapuzinerweg 12
70374 Stuttgart",MORCHER GmbH,,Kapuzinerweg 12,70374,Stuttgart,DE
17925,"4a Architekten GmbH
Hallstraße 25
70376 Stuttgart",4a Architekten GmbH,,Hallstraße 25,70376,Stuttgart,DE
18048,"Phoenix Design GmbH + Co. KG
Kölner Straße 16
70376 Stuttgart",Phoenix Design GmbH + Co. KG,,Kölner Straße 16,70376,Stuttgart,DE
18249,"reich=weber Steuerberater PartG mbB
Rommelstraße 1
70376 Stuttgart",reich=weber Steuerberater PartG mbB,,Rommelstraße 1,70376,Stuttgart,DE
18721,"Exyte Management GmbH
Löwentorbogen 9B
70376 Stuttgart",Exyte Management GmbH,,Löwentorbogen 9B,70376,Stuttgart,DE
17367,"SPORTTOTAL EVENT GmbH
Stammheimer Str. 31
70435 Stuttgart",SPORTTOTAL EVENT GmbH,,Stammheimer Str. 31,70435,Stuttgart,DE
18411,"PCSM GmbH
Crailsheimerstraße 15
70435 Stuttgart",PCSM GmbH,,Crailsheimerstraße 15,70435,Stuttgart,DE
16198,"IT Baden-Württemberg (BITBW)
Krailenshaldenstraße 44
70469 Stuttgart",IT Baden-Württemberg (BITBW),,Krailenshaldenstraße 44,70469,Stuttgart,DE
17217,"das Mediativ AG
Leitzstraße 56
70469 Stuttgart",das Mediativ AG,,Leitzstraße 56,70469,Stuttgart,DE
17288,"Maybachklinik GmbH & Co KG
Maybachstr. 50
70469 Stuttgart",Maybachklinik GmbH & Co KG,,Maybachstr. 50,70469,Stuttgart,DE
17314,"Rath Holding GmbH
Siegelstraße 33G
70469 Stuttgart",Rath Holding GmbH,,Siegelstraße 33G,70469,Stuttgart,DE
17352,"aceArt GmbH
Sieglestraße 33
70469 Stuttgart",aceArt GmbH,,Sieglestraße 33,70469,Stuttgart,DE
17378,"FP Die Generalplaner GmbH
Stuttgarter Straße 36
70469 Stuttgart",FP Die Generalplaner GmbH,,Stuttgarter Straße 36,70469,Stuttgart,DE
17521,"Gellink + Schwämmlein Architekten 
Dipl.-Ing. (FH) Markus Schwämmlein
Hohnerstraße 23
70469 Stuttgart",Gellink + Schwämmlein Architekten ,Dipl.-Ing. (FH) Markus Schwämmlein,Hohnerstraße 23,70469,Stuttgart,DE
18291,"Value AG
Leitzstr. 56
70469 Stuttgart
",Value AG,,Leitzstr. 56,70469,Stuttgart,DE
18711,"UP Designstudio GmbH & Co. KG
Dornierstraße 17
70469 Stuttgart",UP Designstudio GmbH & Co. KG,,Dornierstraße 17,70469,Stuttgart,DE
18743,"Kaiser & Sozien Partnerschaft mbB
Sieglerstraße 33D
70469 Stuttgart",Kaiser & Sozien Partnerschaft mbB,,Sieglerstraße 33D,70469,Stuttgart,DE
16341,"Informatica GmbH
Ingersheimer Straße 10
70499 Stuttgart",Informatica GmbH,,Ingersheimer Straße 10,70499,Stuttgart,DE
17191,"GEBHARDT SOURCING SOLUTIONS AG
Friolzheimerstraße 6
70499 Stuttgart",GEBHARDT SOURCING SOLUTIONS AG,,Friolzheimerstraße 6,70499,Stuttgart,DE
17273,"Job Ambition GmbH
Mittlerer Pfad 2
70499 Stuttgart",Job Ambition GmbH,,Mittlerer Pfad 2,70499,Stuttgart,DE
17333,"Kern Mauch & Kollegen GmbH
Ingersheimer Straße 20
70499 Stuttgart",Kern Mauch & Kollegen GmbH,,Ingersheimer Straße 20,70499,Stuttgart,DE
17356,"Görtz Legal Rechtsanwaltsgesellschaft mbH
Mittlerer Pfad 19
70499 Stuttgart",Görtz Legal Rechtsanwaltsgesellschaft mbH,,Mittlerer Pfad 19,70499,Stuttgart,DE
17368,"IRM Versicherungsberatung GmbH
Mittlerer Pfad 19
70499 Stuttgart",IRM Versicherungsberatung GmbH,,Mittlerer Pfad 19,70499,Stuttgart,DE
17382,"WORKSYSTEM - Personal und Beratungsdienstleistungen GmbH
Mittlerer Pfad 4
70499 Stuttgart",WORKSYSTEM - Personal und Beratungsdienstleistungen GmbH,,Mittlerer Pfad 4,70499,Stuttgart,DE
17397,"Klinger + Partner Ing. Büro f. Bauwesen u. Umwelttechn.
Friolzheimerstr. 3
70499 Stuttgart",Klinger + Partner Ing. Büro f. Bauwesen u. Umwelttechn.,,Friolzheimerstr. 3,70499,Stuttgart,DE
17425,"nicko cruises Flussreisen GmbH
Mittlerer Pfad 2
70499 Stuttgart",nicko cruises Flussreisen GmbH,,Mittlerer Pfad 2,70499,Stuttgart,DE
17445,"SCD Architekten Ingenieure GmbH
 Friolzheimer Str  3
70499 Stuttgart",SCD Architekten Ingenieure GmbH,, Friolzheimer Str  3,70499,Stuttgart,DE
18256,"RBS wave GmbH
Mittlerer Pfad 2-4
70499 Stuttgart",RBS wave GmbH,,Mittlerer Pfad 2-4,70499,Stuttgart,DE
16978,"PITSS GmbH
Wankelstraße 3
70563 Stuttgart",PITSS GmbH,,Wankelstraße 3,70563,Stuttgart,DE
17057,"Transsolar Energietechnik GmbH
Curiestraße 2
70563 Stuttgart",Transsolar Energietechnik GmbH,,Curiestraße 2,70563,Stuttgart,DE
17072,"Insilico Biotechnology AG
Meitnerstraße 9
70563 Stuttgart",Insilico Biotechnology AG,,Meitnerstraße 9,70563,Stuttgart,DE
17093,"TimeTech GmbH
Curiestrasse 2
70563 Stuttgart",TimeTech GmbH,,Curiestrasse 2,70563,Stuttgart,DE
17096,"EGS-plan Ingenieurgesellschaft für Energie-, Gebäude- und Solartechnik mbH
Gropiusplatz 10
70563 Stuttgart","EGS-plan Ingenieurgesellschaft für Energie-, Gebäude- und Solartechnik mbH",,Gropiusplatz 10,70563,Stuttgart,DE
17118,"Empalis Consulting GmbH
Wankelstr. 14
70563 Stuttgart",Empalis Consulting GmbH,,Wankelstr. 14,70563,Stuttgart,DE
17119,"SWP-irma Software Partner GmbH
Meitnerstrasse 8
70563 Stuttgart (Vaihingen)",SWP-irma Software Partner GmbH,,Meitnerstrasse 8,70563,Stuttgart,DE
17232,"Snow Software GmbH
Meitnerstraße. 11
70563 Stuttgart",Snow Software GmbH,,Meitnerstraße. 11,70563,Stuttgart,DE
17237,"follow red GmbH
Waldburgstr. 17/19
70563 Stuttgart",follow red GmbH,,Waldburgstr. 17/19,70563,Stuttgart,DE
17247,"IWTI GmbH Institut für wirtschaftliches
und technisches Immobilienmanagement
Meitnerstraße 10
70563 Stuttgart-Vaihingen",IWTI GmbH Institut für wirtschaftliches und technisches Immobilienmanagement,,Meitnerstraße 10,70563,Stuttgart-Vaihingen,DE
17269,"wh-p GmbH Beratende Ingenieure
Curiestraße 2
70563 Stuttgart",wh-p GmbH Beratende Ingenieure,,Curiestraße 2,70563,Stuttgart,DE
17272,"Daido Metal Europe GmbH
Curiestraße 5
STEP 3
70563 Stuttgart",Daido Metal Europe GmbH,,Curiestraße 5,70563,Stuttgart,DE
